Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC (USD),URL,Traffic Volume,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
e27 light bulb base,4,4,170,25,0.36,https://ledsone.co.uk/products/screw-e27-light-bulb-lamp-holder-base-pendant-socket,3,0.02,1,1,4880000,"65,65,43,28,53,65,65,21,34,81,65,100",02/26/2026 18:24:26,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,Organic
strip light transformer,4,4,170,7,0.44,https://ledsone.co.uk/products/led-strip-transformer-12v-driver-power-supply,1,0,0,1,7710000,"80,80,42,34,100,100,53,42,53,19,26,80",02/19/2026 01:17:22,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
ac charger dc 12v,4,4,140,,0.35,https://ledsone.co.uk/products/12v-10a-power-supply-adapter-transformer,2,0.01,0,1,23300000,"100,64,82,64,82,100,82,41,64,100,100,82",01/19/2026 07:33:10,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
dc 12v,4,4,110,15,0.38,https://ledsone.co.uk/products/12v-10a-power-supply-adapter-transformer,0,0,0,0.99,82100000,"17,14,14,11,7,5,11,17,17,17,11,14",01/04/2026 07:15:35,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches, AI overview","informational, transactional",Organic
vintage lamp styles,4,4,170,9,0.28,https://ledsone.co.uk/blogs/new/the-timeless-charm-of-a-vintage-lamp-a-guide-to-styles-decor-and-care,3,0.02,0,1,25400000,"80,80,80,65,53,42,53,26,53,100,80,100",02/28/2026 01:56:17,"Image pack, Video, Image, People also ask, Popular products, Related searches, AI overview",informational,Organic
types cable connectors,4,4,320,15,0.38,https://ledsone.co.uk/collections/wire-connectors,7,0.05,2,1,35700000,"81,81,0,0,100,100,0,14,54,100,100,81",02/18/2026 17:14:07,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
metal hanging light shade,4,4,110,4,0.34,https://ledsone.co.uk/collections/lampshades/metal-pendant-light,4,0.03,1,1,25300000,"42,52,66,52,66,52,52,23,52,80,66,66",02/27/2026 19:54:44,"Image pack, Video, Popular products, Related searches","informational, transactional",Organic
socket lightbulb,4,4,140,13,0.3,https://ledsone.co.uk/products/vintage-industrial-lamp-light-bulb-copper-holder-e27-light-socket,3,0.02,0,1,27500000,"28,28,21,21,21,21,21,21,53,100,100,100",01/18/2026 18:02:18,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
hanging lamps plug in,4,4,110,6,0.39,https://ledsone.co.uk/collections/plugin-lighting,3,0.02,1,1,10400000,"17,14,0,1,0,0,0,0,1,11,100,0",01/27/2026 00:28:34,"Video, Popular products, Related searches, AI overview",informational,Organic
240v to 12 volt converter,4,4,210,17,0.31,https://ledsone.co.uk/products/dc12v-80w-ip20-universal-regulated-switching-power-supply,2,0.01,0,1,6030000,"28,53,43,12,66,66,28,17,43,100,82,82",01/28/2026 05:25:36,"Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
led light module,4,4,170,8,1.39,https://ledsone.co.uk/collections/led-modules,3,0.02,4,0.96,152000000,"65,80,100,80,42,80,42,65,80,42,65,80",02/25/2026 03:09:19,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
best wall clocks,4,4,140,12,0.32,https://ledsone.co.uk/nl/blogs/new/collections-large-wall-clocks,6,0.04,1,1,73800000,"42,42,26,26,34,26,42,53,53,53,100,100",02/02/2026 15:44:22,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
e27 light bulb,4,4,2400,21,0.35,https://ledsone.co.uk/collections/e27-base-bulb,45,0.37,15,1,8620000,"43,54,43,43,29,36,43,43,65,54,65,81",01/27/2026 09:00:56,"Video, Ads bottom, People also ask, Popular products, Related searches, AI overview",informational,Organic
spider lamp,4,4,140,9,0.31,https://ledsone.co.uk/collections/spider-light,4,0.03,1,1,34400000,"53,65,53,65,42,42,34,53,53,80,42,65",01/28/2026 02:13:22,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
black wire lampshade,4,4,210,19,0.36,https://ledsone.co.uk/collections/wire-cage,7,0.05,2,1,6890000,"23,44,36,23,36,23,19,29,29,23,23,29",02/03/2026 08:59:15,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
lamp shade for hanging lamp,4,4,110,27,0.33,https://ledsone.co.uk/collections/easy-fit-lamp-shades-cages,4,0.03,1,1,26900000,"52,66,66,33,42,66,66,52,52,23,42,66",02/03/2026 17:56:20,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
pendant lighting rope,4,4,170,4,0.63,https://ledsone.co.uk/collections/hemp-rope-lighting,7,0.05,4,0.97,9430000,"65,65,34,15,81,81,65,28,43,100,100,0",03/01/2026 10:08:31,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
hanging lamp with plug,4,4,210,10,0.39,https://ledsone.co.uk/collections/plugin-lighting,6,0.04,2,1,16900000,"17,21,21,14,11,9,39,39,9,11,17,48",01/24/2026 01:51:15,"Video, Image, Popular products, Related searches","informational, transactional",Organic
edison light,4,4,90,9,0.54,https://ledsone.co.uk/collections/vintage-bulbs,2,0.01,1,1,93100000,"33,42,23,14,23,23,42,42,42,52,66,66",01/23/2026 17:12:44,"Video, Video Carousel, People also ask, Popular products, Related searches, AI overview",informational,Organic
hanging lamp plug,4,4,1300,20,0.39,https://ledsone.co.uk/collections/plugin-lighting,45,0.37,17,1,11500000,"41,79,66,79,41,54,54,7,36,41,66,54",03/02/2026 04:59:21,"Image pack, Video, Image, Video Carousel, Popular products, Related searches","informational, transactional",Organic
retro lampshade,4,4,480,16,0.26,https://ledsone.co.uk/collections/lampshades,21,0.17,5,1,13600000,"45,36,1,3,30,24,30,24,30,30,36,36",01/26/2026 16:15:17,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
240v to 12v power supply,4,4,140,10,0.44,https://ledsone.co.uk/products/240v-to-12v-power-supply-universal-adapter,3,0.02,1,1,9000000,"65,65,53,53,65,42,53,42,53,42,42,53",01/05/2026 23:49:34,"Video, People also ask, Popular products, Related searches","informational, transactional",Organic
lamp light fitting,4,4,90,20,0.24,https://ledsone.co.uk/collections/holder,5,0.04,1,1,74500000,"52,64,64,52,41,41,11,41,52,52,64,82",02/21/2026 21:26:06,"Image pack, Video, Popular products, Related searches",informational,Organic
vintage bulbs bayonet,4,4,90,7,0.38,https://ledsone.co.uk/products/vintage-led-g80-classic-filament-b22-4w-light-bulb,5,0.04,1,1,491000,"64,82,52,52,52,52,41,41,0,52,29,82",02/25/2026 07:41:09,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
what is an e27 bulb,4,4,260,6,0.3,https://ledsone.co.uk/blogs/new/e27-bulb-guide,5,0.04,1,1,10000000,"81,54,44,35,23,23,35,23,35,54,66,100",01/12/2026 08:07:45,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
lamp shades for vintage lamps,4,4,1000,9,0.25,https://ledsone.co.uk/collections/lampshades/vintage-lighting,22,0.18,5,1,11800000,"52,100,46,100,84,84,84,11,68,5,2,5",02/09/2026 07:59:35,"Video, Image, People also ask, Popular products, Related searches",commercial,Organic
old fashioned incandescent light bulbs,4,4,140,9,0.36,https://ledsone.co.uk/collections/vintage-bulbs,2,0.01,0,1,681000,"80,100,66,52,42,42,42,33,52,66,66,66",01/17/2026 11:52:18,"Video, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
e27 ceiling rose,4,4,210,17,0.37,https://ledsone.co.uk/products/e27-screw-ceiling-rose-pendant-light-fabric-flex-lamp-holder,13,0.1,4,1,1280000,"15,18,15,18,23,35,66,100,44,28,28,28",01/18/2026 11:57:30,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
plug in hanging lights,4,4,170,5,0.39,https://ledsone.co.uk/collections/plugin-lighting,4,0.03,1,1,43700000,"15,28,100,100,53,65,65,15,21,28,81,34",02/01/2026 18:58:46,"Image pack, Video, Popular products, Related searches, AI overview",informational,Organic
pendant light with plug in,4,4,880,8,0.4,https://ledsone.co.uk/collections/plugin-lighting,38,0.31,15,1,18500000,"100,84,100,84,100,52,0,0,0,0,0,0",01/04/2026 17:55:52,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
12 dc transformer,4,4,90,8,0.43,https://ledsone.co.uk/collections/dc-12v-transformer,1,0,0,1,39700000,"64,78,0,0,64,78,78,35,64,78,100,78",02/21/2026 13:19:11,"Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
light cage pendant,4,4,110,4,0.59,https://ledsone.co.uk/collections/wire-cage-pendant-light,4,0.03,2,1,9550000,"42,52,52,52,66,66,52,23,52,52,66,66",02/19/2026 04:21:28,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
light wall switch,4,4,170,10,0.34,https://ledsone.co.uk/collections/switches,4,0.03,1,1,484000000,"43,35,53,66,53,35,23,23,28,35,28,100",02/26/2026 09:15:09,"Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
240 to 12 volt converter,4,4,110,9,0.27,https://ledsone.co.uk/products/dc12v-80w-ip20-universal-regulated-switching-power-supply,0,0,0,1,55700000,"23,52,42,52,52,52,52,66,66,52,80,80",02/12/2026 06:13:48,"Image pack, Video, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
vintage retro lamp shades,4,4,320,4,0.27,https://ledsone.co.uk/collections/lampshades,11,0.09,2,1,6570000,"66,54,66,36,19,66,44,36,9,23,54,66",01/03/2026 05:47:14,"Image pack, Video, Image, Popular products, Related searches",informational,Organic
light pendant with plug,4,4,260,7,0.39,https://ledsone.co.uk/collections/plugin-lighting,9,0.07,3,1,20400000,"11,3,24,20,1,1,0,1,1,7,30,16",01/21/2026 07:07:59,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
what are b22 bulbs,4,4,110,9,0.46,https://ledsone.co.uk/blogs/new/b22-bayonet-bulbs-explained-your-essential-led-buying-guide,2,0.01,0,0.92,3470000,"64,64,52,52,52,41,64,41,52,64,100,82",01/12/2026 14:56:50,"Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
connectro,4,0,90,,1.4,https://ledsone.co.uk/collections/wire-connectors,0,0,0,0,148,"0,0,0,0,0,0,0,0,0,0,0,100",03/05/2026 14:42:43,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
led light adapter,4,4,90,6,0.22,https://ledsone.co.uk/collections/power-adapters,0,0,0,1,98300000,"22,18,22,8,10,10,8,14,14,54,14,29",02/17/2026 14:04:06,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
christmas bulbs vintage,4,4,390,16,0.24,https://ledsone.co.uk/pl/products/led-vintage-edison-christmas-decorative-light-bulb-6373,11,0.09,2,1,12500000,"81,13,4,5,3,5,4,6,16,24,45,100",01/27/2026 06:46:37,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
what is b22 bulb,4,4,110,8,0.46,https://ledsone.co.uk/blogs/new/b22-bayonet-bulbs-explained-your-essential-led-buying-guide,0,0,0,0.92,2050000,"66,42,52,52,52,42,42,52,42,66,66,80",03/01/2026 10:12:50,"Video, People also ask, Related searches, Short videos, AI overview",informational,Organic
3 lamp ceiling light,4,4,170,8,0.4,https://ledsone.co.uk/collections/three-outlet-lighting,5,0.04,2,1,96300000,"53,81,53,43,53,43,43,65,65,34,34,34",01/31/2026 21:23:03,"Image pack, Video, Popular products, Related searches",transactional,Organic
vintage shades for lamps,4,4,480,8,0.25,https://ledsone.co.uk/collections/lampshades,31,0.25,7,1,57400000,"0,0,0,0,0,0,0,13,81,100,100,81",01/21/2026 19:27:12,"Video, Image, Popular products, Related searches",commercial,Organic
bulb e22,4,4,110,20,0.46,https://ledsone.co.uk/collections/e27-b22-globe-bulb,2,0.01,0,0.99,219000,"64,64,64,64,52,64,64,41,64,100,100,5",01/13/2026 12:27:01,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
socket for bulb,4,4,110,9,0.3,https://ledsone.co.uk/products/vintage-industrial-lamp-light-bulb-copper-holder-e27-light-socket,2,0.01,0,1,47500000,"65,53,0,0,100,26,100,15,7,65,34,19",01/24/2026 03:46:59,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
transformer 240v to 12v,4,4,90,8,0.23,https://ledsone.co.uk/products/dc-12v-ip20-power-supply,1,0,0,1,3090000,"10,7,7,10,0,4,0,54,5,10,10,7",01/18/2026 18:06:54,"Image pack, Video, People also ask, Popular products, Related searches, AI overview",commercial,Organic
3 light pendant light fixture,4,4,140,4,0.45,https://ledsone.co.uk/collections/three-outlet-lighting,6,0.04,2,1,43600000,"23,53,28,28,43,53,35,17,28,53,43,53",03/03/2026 23:23:11,"Video, Popular products, Related searches",informational,Organic
3 pendant light,4,4,390,9,0.5,https://ledsone.co.uk/collections/three-outlet-lighting,13,0.1,6,1,273000000,"20,24,30,20,16,36,16,30,45,55,45,36",01/30/2026 17:43:59,"Image pack, Video, Popular products, Related searches",commercial,Organic
cord hanging lamp,4,4,170,7,0.46,https://ledsone.co.uk/collections/hemp-rope-lighting,5,0.04,2,1,10100000,"65,65,43,28,53,81,65,21,34,81,65,81",02/23/2026 07:07:46,"Video, Image, Popular products, Related searches","informational, transactional",Organic
lights with rope,4,4,390,9,0.44,https://ledsone.co.uk/collections/hemp-rope-lighting,25,0.2,11,1,73800000,"100,5,2,3,1,30,3,1,1,3,3,2",01/12/2026 21:59:20,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
reliable weighing scales,4,4,140,29,0.43,https://ledsone.co.uk/pl/collections/weighing-scale,4,0.03,1,1,10900000,"28,43,9,21,100,100,6,21,15,43,43,34",03/01/2026 11:22:49,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
transformer 12v led,4,4,140,9,0.43,https://ledsone.co.uk/collections/dc-12v-transformer,2,0.01,0,1,9490000,"0,0,0,0,66,66,53,17,35,100,82,66",02/19/2026 03:50:24,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic
wiring quick connect,4,4,210,18,0.47,https://ledsone.co.uk/products/electrical-cable-connectors-quick-splice-lock-wire-terminals-self-locking,3,0.02,1,1,67900000,"35,35,18,100,81,44,35,15,44,0,0,0",01/27/2026 01:52:14,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Organic
ceiling lamp plug,4,4,480,9,0.36,https://ledsone.co.uk/collections/plugin-lighting,9,0.07,3,1,24000000,"67,100,19,15,67,54,36,10,29,81,67,54",02/09/2026 23:07:54,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
plug in lights for ceiling,4,4,170,22,0.36,https://ledsone.co.uk/collections/plugin-lighting,5,0.04,1,1,47600000,"26,48,5,2,39,11,11,17,11,11,17,14",01/26/2026 12:06:24,"Video, People also ask, Popular products, Related searches",transactional,Organic
240 to 12v converter,4,4,110,8,0.31,https://ledsone.co.uk/products/dc-12v-ip20-power-supply,2,0.01,0,1,9320000,"41,41,41,41,52,41,23,100,82,82,82,100",01/18/2026 18:33:40,"Video, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
pendant cage lighting,4,4,110,4,0.59,https://ledsone.co.uk/collections/wire-cage-pendant-light,3,0.02,1,1,8950000,"64,78,78,78,100,100,78,35,78,78,100,100",01/11/2026 06:52:16,"Video, Popular products, Related searches","informational, transactional",Organic
modern bedroom lighting fixtures,4,4,110,21,0.4,https://ledsone.co.uk/collections/bedroom-lighting,3,0.02,1,1,27400000,"0,0,0,0,80,42,53,53,65,100,100,80",02/17/2026 14:07:46,"Video, Image, Video Carousel, Popular products, Related searches, AI overview",commercial,Organic
light switch on the wall,4,4,170,,0.34,https://ledsone.co.uk/collections/switches,1,0,0,1,435000000,"15,21,15,15,81,81,43,28,34,100,65,81",02/01/2026 02:11:36,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
ceiling light bulb socket,4,4,90,25,0.47,https://ledsone.co.uk/products/vintage-industrial-lamp-light-bulb-copper-holder-e27-light-socket,2,0.01,0,1,11300000,"64,64,64,78,50,64,78,50,78,64,64,78",01/18/2026 17:58:23,"Image pack, Video, People also ask, Popular products, Related searches","commercial, informational",Organic
